disaster_type,severity_score,affected_population,country,gdp_per_capita,infrastructure_density,casualties,economic_damage_million_usd
flood,0.188,32179,Nigeria,2100,0.426,64,0.01
flood,0.319,223381,Nepal,1200,0.161,722,0.06
flood,0.523,39352,India,2100,0.789,64,0.08
volcano,0.725,16449,Pakistan,1500,0.633,57,0.02
drought,0.774,24516,Japan,40000,0.513,19,0.51
landslide,0.946,10956,Japan,40000,0.616,15,0.57
earthquake,0.442,33368,Australia,55000,0.493,7,1.05
hurricane,0.037,10126,USA,63000,0.82,1,0.06
earthquake,0.161,56812,Haiti,1400,0.335,127,0.01
tsunami,0.005,28555,Indonesia,4300,0.639,0,0.0
hurricane,0.309,127025,Nigeria,2100,0.895,171,0.16
tsunami,0.008,165565,Chile,15000,0.159,8,0.02
wildfire,0.7,107921,Pakistan,1500,0.333,430,0.09
hurricane,0.36,3831,India,2100,0.319,6,0.0
flood,0.298,74050,India,2100,0.257,111,0.07
landslide,0.34,165936,Haiti,1400,0.569,589,0.08
flood,0.204,175398,Australia,55000,0.487,45,2.87
hurricane,0.72,45641,USA,63000,0.461,27,2.04
drought,0.799,162548,Haiti,1400,0.593,1547,0.15
hurricane,0.441,27985,USA,63000,0.157,17,0.75
drought,0.939,86274,Brazil,8700,0.5,90,0.91
tornado,0.498,61490,Haiti,1400,0.888,112,0.08
tornado,0.424,127698,Nepal,1200,0.298,709,0.05
volcano,0.784,79533,Brazil,8700,0.843,265,0.89
tsunami,0.308,55879,Indonesia,4300,0.21,165,0.11
earthquake,0.073,61219,Brazil,8700,0.579,36,0.02
earthquake,0.395,28747,Indonesia,4300,0.976,14,0.1
volcano,0.433,73747,Haiti,1400,0.304,135,0.04
wildfire,0.369,34422,Nigeria,2100,0.454,28,0.02
hurricane,0.618,23163,Brazil,8700,0.399,86,0.41
volcano,0.73,170307,USA,63000,0.214,484,9.17
volcano,0.86,61914,Nigeria,2100,0.434,104,0.09
flood,0.098,32939,Australia,55000,0.694,8,0.34
volcano,0.902,10422,Japan,40000,0.929,10,0.32
landslide,0.156,56855,Pakistan,1500,0.298,28,0.01
landslide,0.348,25735,Chile,15000,0.285,57,0.07
hurricane,0.991,45526,Haiti,1400,0.118,390,0.06
hurricane,0.402,407,Japan,40000,0.689,0,0.01
tornado,0.249,101153,Turkey,9600,0.941,49,0.3
tsunami,0.088,1000,Indonesia,4300,0.716,0,0.0
hurricane,0.654,74167,Indonesia,4300,0.616,466,0.41
tsunami,0.973,40108,Nepal,1200,0.106,239,0.06
wildfire,0.773,4932,India,2100,0.276,35,0.0
drought,0.881,20266,Pakistan,1500,0.568,148,0.04
earthquake,0.293,65155,Brazil,8700,0.378,97,0.36
landslide,0.79,68027,India,2100,0.456,329,0.16
tornado,0.582,137619,USA,63000,0.147,413,3.41
tsunami,0.692,2493,Nigeria,2100,0.896,8,0.0
drought,0.089,43396,Nigeria,2100,0.422,9,0.01
tsunami,0.136,8030,Philippines,3500,0.981,4,0.0
tsunami,0.356,24386,Philippines,3500,0.874,134,0.06
tornado,0.587,37705,China,12500,0.247,63,0.12
landslide,0.234,76572,India,2100,0.254,73,0.05
landslide,0.34,45895,Bangladesh,2500,0.369,66,0.05
volcano,0.942,33445,Haiti,1400,0.977,157,0.04
flood,0.694,55548,Turkey,9600,0.547,266,0.53
volcano,0.386,670,Chile,15000,0.253,1,0.0
flood,0.235,85513,Pakistan,1500,0.183,50,0.02
tsunami,0.958,96175,Pakistan,1500,0.203,271,0.15
tornado,0.049,242704,Philippines,3500,0.346,40,0.02
flood,0.342,91419,Indonesia,4300,0.921,70,0.14
volcano,0.686,62285,Turkey,9600,0.975,79,1.16
volcano,0.486,3901,Japan,40000,0.381,6,0.07
volcano,0.32,3462,Indonesia,4300,0.963,7,0.01
hurricane,0.457,81430,Haiti,1400,0.688,88,0.03
tornado,0.912,6462,Japan,40000,0.667,25,0.4
wildfire,0.116,17588,Chile,15000,0.886,16,0.13
earthquake,0.071,1674,Philippines,3500,0.425,0,0.0
hurricane,0.178,32512,Chile,15000,0.251,29,0.07
hurricane,0.716,129828,Japan,40000,0.283,478,4.23
earthquake,0.543,43739,Bangladesh,2500,0.408,153,0.18
volcano,0.558,59869,Mexico,10000,0.957,122,0.36
flood,0.057,5897,Bangladesh,2500,0.667,1,0.0
flood,0.917,50947,Brazil,8700,0.907,32,1.05
volcano,0.845,5245,Brazil,8700,0.636,14,0.02
tsunami,0.906,20497,Australia,55000,0.488,18,1.09
tornado,0.529,167020,Nigeria,2100,0.33,436,0.1
hurricane,0.635,105920,Brazil,8700,0.415,466,0.51
wildfire,0.695,73090,Chile,15000,0.307,376,1.03
tornado,0.207,28317,Brazil,8700,0.41,22,0.04
hurricane,0.047,39743,Haiti,1400,0.683,3,0.0
earthquake,0.397,15365,China,12500,0.164,15,0.05
hurricane,0.154,136452,India,2100,0.882,74,0.04
drought,0.513,98356,Australia,55000,0.513,145,2.54
tsunami,0.309,16516,Nigeria,2100,0.705,11,0.04
tornado,0.628,93722,Pakistan,1500,0.906,323,0.22
drought,0.745,38039,Indonesia,4300,0.546,157,0.08
wildfire,0.143,2306,Nepal,1200,0.764,3,0.0
flood,0.548,12764,Mexico,10000,0.103,80,0.11
landslide,0.916,102092,USA,63000,0.59,240,5.44
flood,0.438,88219,Mexico,10000,0.356,142,0.34
flood,0.387,51726,Japan,40000,0.85,59,1.32
wildfire,0.259,26710,Mexico,10000,0.556,16,0.14
flood,0.481,5580,Nigeria,2100,0.896,14,0.0
earthquake,0.978,11954,Nigeria,2100,0.209,70,0.02
wildfire,0.75,21202,Nigeria,2100,0.524,83,0.03
wildfire,0.467,55839,Haiti,1400,0.23,311,0.02
drought,0.962,51001,USA,63000,0.491,96,1.23
flood,0.902,21259,Pakistan,1500,0.15,227,0.01
flood,0.068,72949,Turkey,9600,0.189,21,0.02
wildfire,0.028,18071,Nepal,1200,0.232,4,0.0
drought,0.098,102009,Turkey,9600,0.249,16,0.08
flood,0.947,13032,Mexico,10000,0.23,308,0.07
tornado,0.895,6946,Haiti,1400,0.912,15,0.01
drought,0.59,102128,Nepal,1200,0.501,692,0.13
hurricane,0.568,38133,Brazil,8700,0.11,57,0.07
earthquake,0.12,32019,China,12500,0.534,12,0.03
hurricane,0.608,26336,Pakistan,1500,0.175,158,0.01
drought,0.371,158711,Chile,15000,0.972,208,0.85
landslide,0.853,18511,Nepal,1200,0.169,131,0.0
volcano,0.526,14977,Nepal,1200,0.666,17,0.01
flood,0.779,26566,Philippines,3500,0.171,164,0.04
drought,0.708,20768,Australia,55000,0.481,105,0.89
flood,0.23,13552,Australia,55000,0.513,7,0.27
volcano,0.538,11751,Bangladesh,2500,0.401,23,0.01
earthquake,0.744,3502,Nepal,1200,0.632,3,0.0
drought,0.936,14764,Pakistan,1500,0.312,176,0.02
tsunami,0.102,25908,Indonesia,4300,0.936,7,0.01
hurricane,0.048,45811,Nigeria,2100,0.58,10,0.0
tornado,0.488,65280,Pakistan,1500,0.682,190,0.11
landslide,0.743,17130,Japan,40000,0.183,42,0.81
tsunami,0.924,15803,Brazil,8700,0.92,49,0.04
hurricane,0.604,88166,India,2100,0.75,226,0.14
tornado,0.646,75603,China,12500,0.722,356,0.77
landslide,0.106,61571,Bangladesh,2500,0.741,11,0.01
landslide,0.04,2744,Indonesia,4300,0.189,1,0.0
tornado,0.919,64751,Indonesia,4300,0.987,215,0.38
earthquake,0.836,4870,Chile,15000,0.322,20,0.09
tornado,0.474,169846,Bangladesh,2500,0.295,777,0.12
drought,0.097,32890,Mexico,10000,0.237,11,0.06
earthquake,0.754,10642,Nepal,1200,0.349,51,0.01
hurricane,0.12,183626,Brazil,8700,0.682,48,0.25
wildfire,0.074,31434,India,2100,0.407,14,0.0
tornado,0.218,97869,Japan,40000,0.6,57,0.87
landslide,0.753,15191,Chile,15000,0.434,53,0.19
tornado,0.018,28678,USA,63000,0.736,0,0.02
wildfire,0.406,3631,Mexico,10000,0.395,7,0.01
flood,0.595,50374,USA,63000,0.967,30,2.06
flood,0.509,48652,USA,63000,0.745,17,0.88
flood,0.038,50935,Brazil,8700,0.884,3,0.01
flood,0.108,1473,Nigeria,2100,0.467,1,0.0
earthquake,0.2,51009,India,2100,0.661,42,0.02
tsunami,0.546,14724,Japan,40000,0.965,36,0.26
earthquake,0.422,17054,Nepal,1200,0.638,18,0.01
earthquake,0.686,4853,Turkey,9600,0.227,8,0.02
flood,0.354,109674,Nigeria,2100,0.601,113,0.08
earthquake,0.602,12252,Nepal,1200,0.69,35,0.01
volcano,0.917,36855,China,12500,0.116,318,0.26
tsunami,0.675,29507,Nigeria,2100,0.213,37,0.04
volcano,0.517,42873,Mexico,10000,0.97,27,0.22
wildfire,0.013,40268,Brazil,8700,0.263,6,0.0
wildfire,0.612,3680,Bangladesh,2500,0.773,5,0.01
volcano,0.411,81373,Haiti,1400,0.421,524,0.07
wildfire,0.697,5417,Chile,15000,0.164,15,0.06
landslide,0.123,2198,Philippines,3500,0.954,2,0.0
landslide,0.356,21185,Indonesia,4300,0.391,25,0.03
hurricane,0.144,18767,Pakistan,1500,0.486,19,0.01
hurricane,0.136,13039,Australia,55000,0.144,2,0.06
earthquake,0.95,55666,Australia,55000,0.211,118,1.26
drought,0.986,15898,Turkey,9600,0.88,59,0.41
tsunami,0.662,10925,Mexico,10000,0.994,16,0.1
drought,0.435,68367,Nepal,1200,0.241,129,0.01
earthquake,0.481,19124,Nepal,1200,0.392,63,0.01
flood,0.636,29580,Australia,55000,0.816,29,1.09
landslide,0.824,97735,Indonesia,4300,0.915,357,0.6
drought,0.931,10530,Australia,55000,0.542,16,0.47
tornado,0.21,81108,Pakistan,1500,0.618,156,0.05
landslide,0.724,64677,Haiti,1400,0.953,870,0.13
earthquake,0.802,180953,Brazil,8700,0.801,603,1.76
flood,0.775,33830,Australia,55000,0.281,64,1.52
earthquake,0.856,8950,Australia,55000,0.809,3,0.43
volcano,0.784,207336,Philippines,3500,0.211,1167,0.33
tsunami,0.844,57658,Mexico,10000,0.149,224,0.31
flood,0.994,198364,Indonesia,4300,0.817,668,0.78
earthquake,0.123,70863,Mexico,10000,0.788,36,0.05
tsunami,0.906,96609,Mexico,10000,0.916,211,0.88
volcano,0.367,22540,Chile,15000,0.563,92,0.16
tsunami,0.108,66455,Nepal,1200,0.107,52,0.01
hurricane,0.826,120770,Indonesia,4300,0.495,870,0.76
drought,0.847,48655,Turkey,9600,0.164,154,0.15
drought,0.492,5463,Nepal,1200,0.906,17,0.0
volcano,0.169,3893,Nigeria,2100,0.538,8,0.0
volcano,0.912,73575,Philippines,3500,0.916,151,0.5
landslide,0.09,105433,Philippines,3500,0.373,65,0.04
earthquake,0.758,786,USA,63000,0.927,0,0.05
tsunami,0.418,16472,Indonesia,4300,0.389,48,0.03
drought,0.084,89473,Turkey,9600,0.862,15,0.06
landslide,0.678,7467,Australia,55000,0.96,1,0.43
wildfire,0.396,1537,Haiti,1400,0.578,10,0.0
volcano,0.728,16206,Chile,15000,0.751,78,0.31
volcano,0.648,62591,USA,63000,0.45,89,0.97
hurricane,0.562,80517,Nigeria,2100,0.66,80,0.07
drought,0.62,61507,Japan,40000,0.108,201,1.69
tsunami,0.881,119130,Chile,15000,0.289,953,0.63
earthquake,0.173,108992,Australia,55000,0.882,73,1.79
wildfire,0.517,13901,Australia,55000,0.199,15,0.17
volcano,0.071,46639,Australia,55000,0.371,5,0.1
earthquake,0.491,3226,Brazil,8700,0.559,8,0.02
earthquake,0.854,24270,Bangladesh,2500,0.833,104,0.09
tornado,0.165,36808,USA,63000,0.291,13,0.59
tsunami,0.926,131226,Brazil,8700,0.259,1166,0.54
earthquake,0.531,10903,Mexico,10000,0.555,23,0.19
volcano,0.351,16626,Bangladesh,2500,0.355,36,0.01
tsunami,0.551,3471,Turkey,9600,0.922,8,0.03
landslide,0.361,163944,India,2100,0.782,469,0.33
earthquake,0.297,33144,Nepal,1200,0.891,146,0.01
hurricane,0.401,58345,Nigeria,2100,0.611,275,0.06
wildfire,0.292,69065,Nigeria,2100,0.656,62,0.06
drought,0.535,170,Philippines,3500,0.286,0,0.0
wildfire,0.851,97260,Indonesia,4300,0.712,297,1.08
wildfire,0.254,581,USA,63000,0.575,0,0.02
landslide,0.532,44156,Bangladesh,2500,0.272,51,0.06
landslide,0.446,46242,Bangladesh,2500,0.695,115,0.04
flood,0.137,68931,Turkey,9600,0.614,50,0.18
volcano,0.277,54343,China,12500,0.592,52,0.5
hurricane,0.356,1125,Nepal,1200,0.665,2,0.0
volcano,0.309,23626,Japan,40000,0.434,11,0.52
landslide,0.335,108,India,2100,0.797,0,0.0
flood,0.901,32936,Haiti,1400,0.356,173,0.04
tsunami,0.325,4580,Nigeria,2100,0.401,7,0.0
landslide,0.297,26331,Chile,15000,0.693,19,0.09
hurricane,0.835,69615,Mexico,10000,0.849,374,0.5
earthquake,0.615,87141,Bangladesh,2500,0.382,327,0.38
tsunami,0.166,51710,USA,63000,0.878,3,0.4
wildfire,0.55,50085,Nigeria,2100,0.737,190,0.12
earthquake,0.855,15794,Turkey,9600,0.699,23,0.11
volcano,0.446,11829,Haiti,1400,0.83,28,0.03
flood,0.204,22109,Mexico,10000,0.828,15,0.02
hurricane,0.78,25752,Nigeria,2100,0.905,82,0.05
tornado,0.917,36756,Australia,55000,0.4,43,3.47
earthquake,0.71,44615,China,12500,0.564,214,0.29
hurricane,0.282,34952,Nepal,1200,0.541,84,0.01
drought,0.482,21901,Indonesia,4300,0.904,42,0.03
tornado,0.283,3602,Nigeria,2100,0.844,2,0.0
drought,0.779,58175,USA,63000,0.206,86,1.39
wildfire,0.179,86855,Haiti,1400,0.291,183,0.02
drought,0.579,89976,Mexico,10000,0.734,257,0.49
drought,0.542,71840,Philippines,3500,0.745,357,0.18
earthquake,0.948,91908,Brazil,8700,0.335,238,0.88
drought,0.654,9929,Australia,55000,0.126,6,0.48
tsunami,0.356,84565,Nigeria,2100,0.149,513,0.04
hurricane,0.679,5200,Bangladesh,2500,0.896,8,0.01
landslide,0.699,87049,Bangladesh,2500,0.951,117,0.41
wildfire,0.368,53497,Pakistan,1500,0.557,120,0.03
tsunami,0.976,60856,Mexico,10000,0.304,115,0.41
tornado,0.728,31500,USA,63000,0.595,8,1.09
tsunami,0.393,74635,China,12500,0.585,59,0.38
landslide,0.326,25352,Bangladesh,2500,0.105,114,0.01
tornado,0.049,33568,Bangladesh,2500,0.185,37,0.0
landslide,0.777,19931,Haiti,1400,0.737,24,0.03
volcano,0.015,131936,Pakistan,1500,0.785,10,0.0
hurricane,0.942,8903,India,2100,0.14,47,0.01
wildfire,0.723,2022,Philippines,3500,0.624,2,0.0
volcano,0.144,66789,China,12500,0.45,70,0.18
hurricane,0.393,15452,Pakistan,1500,0.365,54,0.01
flood,0.195,42706,Pakistan,1500,0.898,36,0.02
drought,0.925,38114,Japan,40000,0.441,63,0.71
wildfire,0.402,83988,Chile,15000,0.35,172,0.34
drought,0.417,33262,USA,63000,0.946,18,3.11
wildfire,0.905,80733,China,12500,0.44,491,1.48
tsunami,0.567,2620,Philippines,3500,0.921,2,0.01
volcano,0.763,58996,Nigeria,2100,0.372,209,0.06
flood,0.467,15048,Philippines,3500,0.237,64,0.02
tsunami,0.757,17718,Turkey,9600,0.277,44,0.11
wildfire,0.133,84487,Philippines,3500,0.206,53,0.05
wildfire,0.989,110489,Brazil,8700,0.831,577,1.46
flood,0.918,137083,Mexico,10000,0.177,1656,0.63
tornado,0.292,15795,Japan,40000,0.633,29,0.31
landslide,0.42,620,India,2100,0.519,0,0.0
landslide,0.67,7419,Mexico,10000,0.842,8,0.01
flood,0.337,10000,Indonesia,4300,0.751,28,0.01
wildfire,0.197,21220,Turkey,9600,0.527,18,0.03
wildfire,0.356,165433,China,12500,0.628,328,0.98
hurricane,0.629,3728,Philippines,3500,0.659,23,0.01
volcano,0.397,91572,India,2100,0.898,125,0.24
tsunami,0.677,12818,Australia,55000,0.293,20,0.4
drought,0.961,25686,Turkey,9600,0.941,79,0.41
landslide,0.631,39477,India,2100,0.767,112,0.07
tsunami,0.595,73848,Nepal,1200,0.491,342,0.03
tsunami,0.432,5257,Nepal,1200,0.639,20,0.01
wildfire,0.605,16560,Turkey,9600,0.466,130,0.14
drought,0.707,45501,Bangladesh,2500,0.693,136,0.19
drought,0.704,58367,Indonesia,4300,0.674,153,0.06
flood,0.061,16135,India,2100,0.181,4,0.0
tornado,0.035,15203,China,12500,0.748,1,0.01
hurricane,0.295,37962,Brazil,8700,0.466,53,0.13
drought,0.576,49044,Nigeria,2100,0.144,188,0.04
drought,0.596,20952,Philippines,3500,0.733,84,0.11
drought,0.807,39392,Pakistan,1500,0.693,243,0.07
flood,0.118,41434,Nepal,1200,0.239,24,0.01
flood,0.979,29416,Philippines,3500,0.545,217,0.15
volcano,0.923,3783,Pakistan,1500,0.56,12,0.0
earthquake,0.234,10044,Turkey,9600,0.288,9,0.02
tsunami,0.702,23344,Nigeria,2100,0.478,76,0.02
drought,0.284,70941,Bangladesh,2500,0.848,72,0.05
landslide,0.778,2333,Indonesia,4300,0.996,9,0.01
drought,0.904,13690,Chile,15000,0.76,87,0.11
drought,0.439,47074,USA,63000,0.765,29,2.24
hurricane,0.006,48171,India,2100,0.444,1,0.0
tornado,0.234,14642,Chile,15000,0.155,16,0.03
volcano,0.497,94274,Chile,15000,0.675,141,1.51
tornado,0.883,19817,Japan,40000,0.153,51,0.33
drought,0.922,45427,Nigeria,2100,0.374,240,0.08
earthquake,0.459,82821,Brazil,8700,0.565,330,0.11
flood,0.362,39283,Pakistan,1500,0.469,85,0.01
tsunami,0.55,119244,Bangladesh,2500,0.26,449,0.05
earthquake,0.138,94569,Australia,55000,0.869,6,1.06
flood,0.726,32265,India,2100,0.468,113,0.03
flood,0.242,129303,Japan,40000,0.277,195,0.74
tornado,0.656,118690,India,2100,0.229,511,0.15
hurricane,0.185,2650,Japan,40000,0.396,2,0.02
tornado,0.097,36350,Philippines,3500,0.977,19,0.03
drought,0.002,51668,Chile,15000,0.48,0,0.0
volcano,0.641,11483,Haiti,1400,0.263,47,0.0
tornado,0.074,4705,Brazil,8700,0.738,1,0.0
flood,0.879,7744,Mexico,10000,0.296,51,0.04
hurricane,0.517,38385,Mexico,10000,0.512,51,0.16
tornado,0.24,17152,Haiti,1400,0.812,23,0.01
earthquake,0.637,1502,Haiti,1400,0.362,5,0.0
tsunami,0.883,79715,Bangladesh,2500,0.984,183,0.22
tornado,0.104,16083,Haiti,1400,0.577,4,0.0
landslide,0.44,44721,Haiti,1400,0.102,162,0.02
volcano,0.82,65135,Haiti,1400,0.154,568,0.04
landslide,0.175,76390,Mexico,10000,0.879,45,0.21
wildfire,0.978,54186,Brazil,8700,0.757,174,0.43
landslide,0.853,97524,Indonesia,4300,0.837,163,0.49
tornado,0.876,10670,Turkey,9600,0.786,47,0.31
wildfire,0.483,651,Pakistan,1500,0.2,3,0.0
tsunami,0.144,67604,Brazil,8700,0.433,60,0.05
landslide,0.346,5213,Brazil,8700,0.282,15,0.01
wildfire,0.041,24674,Japan,40000,0.834,5,0.03
hurricane,0.803,36415,Pakistan,1500,0.119,413,0.04
drought,0.735,45790,Australia,55000,0.959,21,1.81
volcano,0.202,7279,Japan,40000,0.943,2,0.1
flood,0.005,185368,China,12500,0.216,3,0.0
tsunami,0.218,126779,USA,63000,0.643,17,1.09
landslide,0.393,471,Japan,40000,0.97,0,0.0
earthquake,0.267,7007,Haiti,1400,0.449,16,0.0
wildfire,0.869,170268,Japan,40000,0.594,356,5.45
landslide,0.247,37383,Japan,40000,0.748,14,0.49
tsunami,0.471,133809,Chile,15000,0.24,517,0.44
tsunami,0.877,1518,Japan,40000,0.82,3,0.14
flood,0.344,84878,Brazil,8700,0.927,73,0.19
tornado,0.294,14093,Japan,40000,0.817,3,0.62
drought,0.662,9840,Pakistan,1500,0.661,24,0.01
wildfire,0.641,160000,Mexico,10000,0.23,503,0.53
tornado,0.614,41756,Haiti,1400,0.233,385,0.05
drought,0.229,103526,Turkey,9600,0.14,71,0.08
landslide,0.007,30197,Haiti,1400,0.5,3,0.0
wildfire,0.515,5289,Indonesia,4300,0.224,9,0.01
volcano,0.618,176690,India,2100,0.624,272,0.33
wildfire,0.144,23955,India,2100,0.369,19,0.0
wildfire,0.906,17795,Nigeria,2100,0.354,278,0.03
tsunami,0.398,9071,Nigeria,2100,0.518,11,0.01
drought,0.236,53512,Turkey,9600,0.321,112,0.11
volcano,0.946,32693,Philippines,3500,0.996,74,0.14
volcano,0.801,8634,Indonesia,4300,0.865,36,0.04
volcano,0.55,26553,Mexico,10000,0.258,34,0.05
tornado,0.879,51856,Pakistan,1500,0.275,322,0.03
drought,0.385,46745,Mexico,10000,0.479,81,0.28
tornado,0.955,56801,Chile,15000,0.887,394,1.08
flood,0.712,72399,Japan,40000,0.536,281,3.09
flood,0.465,52232,Philippines,3500,0.418,114,0.05
flood,0.381,20853,India,2100,0.186,134,0.01
landslide,0.255,16585,Turkey,9600,0.756,17,0.03
tornado,0.486,28954,Brazil,8700,0.919,25,0.21
landslide,0.985,89330,USA,63000,0.106,226,5.56
earthquake,0.48,28463,USA,63000,0.354,36,0.32
tsunami,0.388,51469,Philippines,3500,0.156,165,0.03
wildfire,0.729,175,USA,63000,0.172,0,0.01
wildfire,0.368,119111,Turkey,9600,0.774,312,0.91
landslide,0.475,41208,Japan,40000,0.417,123,0.59
volcano,0.517,20291,Turkey,9600,0.188,64,0.09
volcano,0.141,119935,Bangladesh,2500,0.295,72,0.01
flood,0.267,22089,Brazil,8700,0.318,34,0.02
hurricane,0.193,9975,Nigeria,2100,0.66,18,0.0
wildfire,0.136,9671,Bangladesh,2500,0.619,22,0.0
tornado,0.774,33805,Haiti,1400,0.111,254,0.03
landslide,0.18,46241,Mexico,10000,0.887,44,0.02
hurricane,0.544,15386,China,12500,0.568,29,0.04
volcano,0.561,32935,USA,63000,0.804,35,1.61
landslide,0.95,27869,Indonesia,4300,0.95,87,0.24
wildfire,0.95,5361,Japan,40000,0.568,2,0.14
drought,0.558,7092,Turkey,9600,0.435,15,0.08
landslide,0.108,81719,Japan,40000,0.378,52,0.21
earthquake,0.032,21946,Haiti,1400,0.209,3,0.0
drought,0.426,93010,USA,63000,0.128,90,0.91
tornado,0.19,71266,Nepal,1200,0.645,205,0.04
earthquake,0.308,7257,Haiti,1400,0.279,18,0.0
hurricane,0.155,7204,USA,63000,0.335,1,0.12
landslide,0.798,28763,Japan,40000,0.653,19,0.78
earthquake,0.734,3362,Bangladesh,2500,0.597,15,0.0
flood,0.481,29487,China,12500,0.765,38,0.12
tornado,0.223,40236,Bangladesh,2500,0.83,32,0.07
tornado,0.812,40628,Indonesia,4300,0.158,335,0.16
hurricane,0.187,6643,Turkey,9600,0.597,4,0.02
drought,0.908,62932,India,2100,0.453,310,0.14
volcano,0.224,87279,Nepal,1200,0.623,224,0.03
tsunami,0.732,26659,China,12500,0.721,62,0.22
drought,0.669,137198,India,2100,0.701,901,0.11
tsunami,0.379,10678,Brazil,8700,0.347,11,0.08
hurricane,0.689,3046,Pakistan,1500,0.283,21,0.0
flood,0.08,41459,Philippines,3500,0.637,49,0.0
hurricane,0.065,18392,Mexico,10000,0.99,4,0.02
hurricane,0.362,883,India,2100,0.391,0,0.0
wildfire,0.223,76828,Indonesia,4300,0.277,37,0.07
drought,0.761,132834,USA,63000,0.262,393,7.45
hurricane,0.499,46129,China,12500,0.644,62,0.31
tsunami,0.606,37607,Japan,40000,0.659,43,0.93
landslide,0.102,21008,Turkey,9600,0.51,16,0.01
volcano,0.462,13384,Chile,15000,0.43,30,0.09
hurricane,0.623,2919,Bangladesh,2500,0.839,11,0.01
flood,0.501,96250,India,2100,0.653,274,0.37
landslide,0.131,11211,Brazil,8700,0.538,5,0.02
flood,0.62,46957,Australia,55000,0.999,34,1.15
flood,0.536,19685,Nepal,1200,0.903,37,0.01
earthquake,0.837,1536,USA,63000,0.871,0,0.06
tsunami,0.514,535,Nigeria,2100,0.672,0,0.0
volcano,0.973,134965,Philippines,3500,0.991,339,0.26
tornado,0.786,41023,Pakistan,1500,0.585,110,0.02
wildfire,0.604,1439,Turkey,9600,0.773,2,0.01
tsunami,0.595,21404,India,2100,0.346,56,0.05
tornado,0.04,20240,Chile,15000,0.261,4,0.01
landslide,0.464,19197,Bangladesh,2500,0.389,130,0.01
flood,0.688,15804,Turkey,9600,0.885,47,0.2
tornado,0.825,12374,Nigeria,2100,0.503,179,0.01
tornado,0.243,8195,USA,63000,0.558,3,0.06
wildfire,0.187,66404,Nigeria,2100,0.244,70,0.03
earthquake,0.536,49768,Brazil,8700,0.521,206,0.1
landslide,0.296,44206,Pakistan,1500,0.379,140,0.02
tornado,0.043,4413,Japan,40000,0.312,0,0.01
earthquake,0.385,8460,Indonesia,4300,0.773,12,0.04
tsunami,0.345,43374,Japan,40000,0.313,58,1.07
earthquake,0.642,47897,USA,63000,0.996,68,1.42
flood,0.758,28964,Australia,55000,0.391,48,2.86
tsunami,0.54,4748,Indonesia,4300,0.186,25,0.0
tsunami,0.57,5139,Haiti,1400,0.506,4,0.01
volcano,0.483,7609,China,12500,0.458,13,0.05
drought,0.658,99421,Brazil,8700,0.677,718,0.76
tsunami,0.5,135344,China,12500,0.186,473,1.77
earthquake,0.129,3932,Mexico,10000,0.211,1,0.0
landslide,0.397,146409,USA,63000,0.59,80,4.04
earthquake,0.549,79551,Mexico,10000,0.18,416,0.17
flood,0.685,63891,Turkey,9600,0.944,466,1.47
earthquake,0.869,228533,Australia,55000,0.663,545,8.87
landslide,0.473,48499,Pakistan,1500,0.595,125,0.04
earthquake,0.819,22737,Mexico,10000,0.904,93,0.43
flood,0.88,70248,Japan,40000,0.488,206,2.63
volcano,0.152,148192,Nigeria,2100,0.41,23,0.1
drought,0.389,75893,Japan,40000,0.216,74,1.49
volcano,0.638,8939,Indonesia,4300,0.571,25,0.04
wildfire,0.084,7534,Australia,55000,0.336,0,0.02
volcano,0.437,111231,Australia,55000,0.699,95,2.15
hurricane,0.517,90090,Nepal,1200,0.882,36,0.07
tsunami,0.256,63062,Nigeria,2100,0.264,195,0.02
tsunami,0.553,56890,Indonesia,4300,0.402,417,0.24
drought,0.952,48197,USA,63000,0.984,49,6.23
earthquake,0.371,14167,USA,63000,0.62,4,0.72
tsunami,0.18,47178,Pakistan,1500,0.632,27,0.02
tsunami,0.015,37215,Bangladesh,2500,0.347,3,0.0
volcano,0.541,228390,Mexico,10000,0.522,497,1.58
wildfire,0.574,112515,Japan,40000,0.923,85,3.66
tsunami,0.384,15949,Indonesia,4300,0.719,16,0.03
earthquake,0.259,2023,Australia,55000,0.959,0,0.05
volcano,0.489,6055,Bangladesh,2500,0.761,23,0.02
wildfire,0.196,10370,Turkey,9600,0.287,10,0.03
tsunami,0.442,53844,Haiti,1400,0.419,83,0.01
volcano,0.256,90168,Haiti,1400,0.377,100,0.04
hurricane,0.727,62341,China,12500,0.468,71,0.5
hurricane,0.488,58918,Australia,55000,0.151,65,1.0
earthquake,0.522,53665,Bangladesh,2500,0.651,203,0.06
