disaster_type,current_area_km2,wind_speed,wind_direction,terrain_type,elevation_m,vegetation_density,days_active,predicted_area_km2
wildfire,87.04,21.5,43.6,forested,2309.1,0.315,4,87.04
flood,61.63,27.7,51.9,urban,2543.6,0.12,26,88.61
wildfire,71.39,21.1,246.6,urban,647.1,0.151,5,77.89
wildfire,1.76,19.1,287.0,forested,530.1,0.544,4,3.09
wildfire,25.93,35.1,332.0,mountainous,302.8,0.934,15,50.57
wildfire,30.55,4.3,354.1,flat,2474.1,0.211,10,30.55
wildfire,61.29,8.8,54.3,coastal,1681.4,0.561,13,61.29
wildfire,14.18,18.1,37.0,flat,903.6,0.353,29,20.35
wildfire,48.1,33.3,16.3,mountainous,347.0,0.721,16,102.91
flood,51.91,0.8,322.9,urban,113.3,0.928,4,75.25
flood,6.2,17.8,20.3,urban,660.9,0.157,22,8.62
flood,11.45,22.1,283.5,mountainous,273.7,0.545,4,20.22
flood,131.34,4.9,342.9,urban,2153.9,0.903,20,139.29
flood,21.39,52.1,355.6,hilly,2450.4,0.259,14,42.56
flood,37.95,27.9,260.2,urban,2452.3,0.111,24,58.25
wildfire,116.59,29.6,330.6,flat,499.3,0.337,16,235.21
wildfire,14.0,20.2,177.0,urban,1995.6,0.85,10,14.15
wildfire,19.99,43.5,91.5,hilly,1896.1,0.617,6,22.88
wildfire,55.37,33.0,319.0,coastal,2016.4,0.307,16,72.52
wildfire,133.33,10.6,111.1,forested,1644.1,0.896,17,153.96
wildfire,89.37,48.2,277.4,mountainous,860.8,0.394,1,163.51
flood,24.62,32.7,287.6,forested,173.4,0.317,22,54.35
wildfire,43.04,30.6,80.5,flat,923.7,0.156,23,63.84
wildfire,2.17,37.7,16.3,urban,179.2,0.81,15,4.24
wildfire,138.21,47.8,71.4,coastal,2846.1,0.699,3,194.17
flood,29.09,43.9,353.2,mountainous,386.0,0.688,2,56.0
wildfire,11.41,0.0,76.7,mountainous,1043.6,0.206,5,11.41
flood,11.7,35.9,141.0,mountainous,912.2,0.482,26,20.95
wildfire,3.72,26.8,166.4,forested,1622.3,0.425,24,5.49
wildfire,14.86,54.0,97.7,forested,986.3,0.886,4,41.59
wildfire,17.35,25.7,26.4,coastal,1947.6,0.94,16,22.51
wildfire,9.2,13.3,196.8,forested,1256.4,0.04,2,11.92
wildfire,89.71,11.2,337.1,hilly,1706.1,0.385,6,89.71
flood,25.99,0.0,262.8,mountainous,2463.3,0.868,28,32.51
wildfire,24.68,28.9,236.9,mountainous,968.8,0.256,10,34.12
flood,96.64,7.0,276.1,hilly,808.8,0.015,17,139.9
flood,8.67,38.3,191.8,coastal,1830.5,0.142,29,17.74
flood,6.99,20.0,42.0,flat,1829.0,0.609,11,7.06
flood,67.5,6.7,100.4,coastal,512.4,0.817,20,97.63
wildfire,67.31,72.3,259.6,urban,1242.0,0.888,23,142.38
wildfire,55.62,0.0,185.4,coastal,1144.0,0.792,11,55.81
flood,111.62,22.9,70.5,flat,354.2,0.614,18,217.86
flood,70.15,0.0,192.4,forested,1691.2,0.875,20,77.99
flood,30.61,47.9,339.8,flat,1461.3,0.983,5,66.25
wildfire,61.05,29.9,330.8,urban,2236.8,0.167,8,61.05
flood,39.19,22.7,34.1,forested,2938.3,0.073,28,61.34
flood,8.47,0.0,132.3,hilly,1098.2,0.009,9,10.4
wildfire,20.47,11.2,174.9,coastal,2994.4,0.908,16,24.28
wildfire,99.38,24.3,257.7,coastal,2503.3,0.185,29,99.38
wildfire,14.3,0.0,40.0,mountainous,1666.0,0.352,8,14.3
wildfire,17.62,43.8,229.5,flat,1474.6,0.726,23,44.21
flood,14.45,7.6,208.2,forested,966.7,0.062,28,23.55
wildfire,40.62,0.0,305.6,mountainous,870.3,0.632,17,41.21
wildfire,21.23,23.3,55.7,mountainous,1995.3,0.725,5,26.75
flood,9.9,5.5,356.7,hilly,253.4,0.719,8,16.44
flood,55.98,17.0,334.9,hilly,1171.1,0.808,7,76.21
flood,50.64,29.7,168.5,mountainous,398.3,0.891,14,88.0
flood,8.37,28.4,38.7,coastal,446.3,0.804,20,17.98
flood,20.12,19.5,51.5,mountainous,2644.7,0.122,25,29.04
flood,83.23,42.3,195.1,flat,2348.3,0.416,25,174.22
wildfire,46.74,35.1,183.9,forested,268.5,0.901,20,77.84
flood,29.9,20.3,324.9,coastal,1227.9,0.318,5,47.38
flood,75.95,34.8,41.6,flat,2092.1,0.953,20,133.31
wildfire,15.99,34.5,194.7,hilly,2627.8,0.279,11,17.48
flood,43.03,35.4,351.5,coastal,1894.9,1.0,5,87.49
wildfire,7.51,3.6,56.4,mountainous,537.8,0.13,12,7.51
wildfire,45.21,31.0,133.7,flat,2141.0,0.443,21,59.17
wildfire,10.49,42.4,202.8,coastal,2496.9,0.436,15,11.98
wildfire,2.07,16.7,174.8,forested,1976.0,0.073,3,2.07
wildfire,43.64,29.6,213.8,flat,2641.7,0.15,19,43.81
wildfire,26.77,29.8,167.6,forested,226.0,0.249,28,70.54
wildfire,38.41,1.7,91.7,mountainous,1798.0,0.832,20,38.41
wildfire,163.18,52.7,294.4,flat,514.3,0.166,4,393.84
flood,89.22,29.0,118.8,mountainous,706.0,0.116,8,181.12
flood,86.88,30.9,52.6,coastal,2104.9,0.348,23,128.75
wildfire,60.91,33.6,13.3,flat,113.3,0.446,7,166.36
wildfire,238.03,30.9,200.5,urban,2939.4,0.686,5,238.03
wildfire,13.88,48.1,250.8,forested,1972.0,0.77,29,27.3
flood,37.87,18.1,331.2,mountainous,2406.0,0.058,1,52.5
wildfire,54.55,38.9,23.9,forested,2630.6,0.75,10,72.78
flood,166.96,29.7,213.4,hilly,74.2,0.108,21,321.83
flood,90.11,14.2,276.5,coastal,2420.8,0.388,25,137.4
wildfire,17.29,12.8,28.5,mountainous,2526.2,0.364,20,17.29
wildfire,93.8,8.8,64.8,hilly,2793.0,0.895,19,93.8
flood,18.52,21.1,356.3,coastal,2643.7,0.786,22,29.01
flood,17.36,7.3,138.6,coastal,1849.0,0.646,13,24.49
flood,104.27,24.2,162.7,flat,2327.8,0.761,6,194.58
flood,1.72,40.4,218.8,flat,2745.4,0.926,24,3.65
wildfire,185.05,4.0,59.8,coastal,1009.2,0.959,26,212.19
flood,35.81,26.8,12.2,mountainous,1449.7,0.114,10,50.65
wildfire,31.93,22.5,325.4,forested,1937.2,0.622,2,47.15
wildfire,13.34,60.6,200.9,flat,2151.8,0.762,16,27.07
flood,13.71,19.5,299.0,forested,2089.1,0.607,6,27.07
wildfire,77.22,61.8,160.6,urban,2652.3,0.789,20,93.16
flood,19.16,25.5,14.2,coastal,798.1,0.679,4,40.7
wildfire,44.21,7.4,76.9,hilly,366.2,0.812,19,78.67
flood,26.91,10.3,258.7,mountainous,1109.3,0.853,15,37.24
flood,86.19,23.2,95.2,forested,1353.2,0.31,24,137.32
flood,32.14,10.6,109.8,hilly,1741.8,0.197,24,56.73
flood,34.93,35.1,312.6,mountainous,2438.2,0.321,14,65.5
flood,51.97,30.2,134.9,flat,2416.6,0.524,24,105.98
wildfire,19.16,9.9,95.0,flat,1339.2,0.247,18,22.52
flood,21.29,43.1,278.1,hilly,663.3,0.624,17,55.29
wildfire,41.91,48.4,190.2,forested,2967.8,0.327,7,59.69
flood,43.58,4.3,248.1,mountainous,782.7,0.021,19,49.08
flood,83.96,46.2,303.7,flat,1364.0,0.179,11,255.11
wildfire,179.06,47.2,224.9,urban,654.4,0.779,14,338.81
flood,4.69,53.6,324.5,urban,247.2,0.636,3,9.57
wildfire,6.04,36.0,110.1,urban,2429.1,0.327,9,6.04
flood,82.73,15.5,225.8,coastal,1932.2,0.883,2,137.02
flood,131.09,29.1,77.1,mountainous,2289.5,0.809,5,181.3
flood,9.34,17.4,293.7,mountainous,1092.2,0.608,1,16.84
wildfire,9.6,12.6,20.1,hilly,1392.1,0.892,26,9.6
wildfire,27.11,34.3,296.7,forested,1631.4,0.337,5,44.47
wildfire,146.7,23.7,325.8,forested,1411.2,0.753,1,213.28
flood,83.38,45.0,134.1,forested,956.0,0.185,26,247.67
flood,101.99,25.3,314.8,flat,2404.6,0.407,2,206.36
wildfire,7.97,14.4,322.3,flat,52.7,0.729,11,15.37
flood,78.46,30.6,178.2,hilly,1681.9,0.438,19,157.99
wildfire,216.83,17.3,149.2,hilly,1512.0,0.232,6,234.13
flood,195.08,0.0,325.0,mountainous,859.0,0.128,23,195.08
flood,11.74,7.7,61.4,forested,2049.2,0.63,20,14.0
flood,13.3,14.4,49.2,flat,2881.1,0.528,19,19.78
flood,14.49,39.7,246.0,coastal,921.4,0.037,6,40.67
wildfire,64.03,14.0,187.6,hilly,1813.9,0.585,13,74.79
flood,19.42,52.7,260.8,flat,1980.0,0.977,5,53.34
flood,1.82,12.9,354.6,forested,721.9,0.404,17,3.95
flood,122.46,33.6,68.7,hilly,797.6,0.542,29,199.08
flood,92.06,0.0,42.9,urban,1343.8,0.385,17,92.06
wildfire,19.56,39.0,123.0,mountainous,407.7,0.956,5,45.07
flood,39.86,29.6,107.4,flat,2203.5,0.758,29,71.73
wildfire,64.59,2.9,251.0,flat,1817.0,0.928,15,71.81
flood,109.16,29.9,10.3,coastal,1523.7,0.292,5,219.69
flood,11.12,6.3,111.9,mountainous,2598.5,0.213,23,11.61
flood,8.8,32.8,60.2,mountainous,1255.2,0.167,25,15.75
wildfire,4.17,38.4,223.4,coastal,105.9,0.493,16,12.2
wildfire,115.98,10.9,281.8,mountainous,2929.9,0.425,29,115.98
flood,20.91,41.2,167.7,forested,2731.7,0.098,7,48.67
flood,67.61,12.2,69.6,hilly,2560.9,0.656,8,106.24
flood,41.18,55.1,17.6,hilly,802.6,0.277,28,100.88
wildfire,13.05,19.6,153.8,flat,431.7,0.267,15,19.82
wildfire,32.36,19.5,280.6,flat,636.8,0.322,13,55.57
flood,29.84,3.9,308.0,mountainous,2635.4,0.555,3,36.92
flood,13.71,8.1,227.3,forested,2798.7,0.436,25,17.96
wildfire,6.6,2.5,0.5,coastal,1296.8,0.024,16,6.6
flood,48.78,20.3,182.8,forested,877.2,0.931,18,113.56
wildfire,21.33,12.2,112.0,mountainous,1032.1,0.761,23,28.37
wildfire,56.82,12.9,319.1,mountainous,2078.0,0.853,4,63.12
flood,30.63,8.9,281.3,mountainous,2416.8,0.603,23,33.93
wildfire,141.56,18.4,68.4,forested,294.5,0.972,12,380.22
wildfire,53.19,33.9,121.1,mountainous,1529.3,0.373,28,65.49
wildfire,28.28,18.3,333.7,hilly,1094.5,0.053,21,28.28
wildfire,45.26,30.5,237.8,coastal,2454.4,0.446,10,45.26
flood,125.74,16.1,251.8,coastal,952.3,0.855,7,170.99
wildfire,54.09,49.1,58.6,forested,1805.4,0.911,29,160.07
wildfire,18.37,6.6,12.4,coastal,2455.8,0.671,7,18.37
wildfire,126.59,52.1,26.9,flat,598.4,0.146,7,284.19
flood,28.31,45.2,35.2,mountainous,1457.1,0.708,3,63.38
wildfire,32.51,27.6,6.3,hilly,572.0,0.973,16,67.7
wildfire,102.42,15.0,110.4,hilly,2654.7,0.8,11,116.74
flood,22.7,22.8,33.6,flat,2892.6,0.548,5,32.5
wildfire,12.68,18.1,133.9,urban,1104.4,0.202,15,12.68
wildfire,5.59,0.0,344.7,coastal,598.3,0.965,25,6.08
flood,133.81,26.5,347.2,forested,2953.8,0.798,6,222.93
wildfire,47.48,8.7,302.4,coastal,1728.0,0.231,6,47.48
wildfire,7.42,28.9,40.5,flat,1929.1,0.68,8,9.69
flood,73.87,24.1,168.5,flat,503.9,0.085,1,148.65
flood,93.48,42.0,9.0,flat,2902.1,0.526,4,233.05
flood,170.85,20.0,344.1,coastal,1850.4,0.669,13,236.39
wildfire,42.13,25.3,192.9,forested,2573.5,0.04,7,48.68
flood,37.25,15.8,68.7,mountainous,2814.2,0.51,22,47.94
flood,36.57,14.7,322.9,urban,1476.5,0.23,29,46.45
wildfire,20.59,3.2,349.9,coastal,227.1,0.575,19,31.9
wildfire,15.25,32.9,74.0,hilly,841.2,0.481,13,27.77
flood,26.53,24.7,252.9,hilly,1306.4,0.944,4,53.34
flood,30.57,32.1,219.6,flat,1274.2,0.379,24,56.57
wildfire,121.42,28.3,108.0,mountainous,1727.8,0.543,27,121.42
flood,12.85,18.0,169.7,mountainous,2086.9,0.136,25,18.63
wildfire,45.0,35.2,52.0,forested,2419.8,0.234,25,53.21
flood,59.42,0.0,330.2,coastal,754.0,0.435,3,74.66
wildfire,71.03,32.5,211.4,urban,1581.0,0.58,1,89.62
wildfire,7.55,8.5,117.0,flat,2165.3,0.563,18,7.55
flood,5.23,32.5,37.6,urban,2427.0,0.843,9,8.64
flood,82.68,36.5,33.3,coastal,769.1,0.918,4,146.37
wildfire,18.71,13.0,173.1,hilly,1994.6,0.071,25,18.71
flood,65.01,30.3,109.0,mountainous,2127.9,0.338,19,102.06
flood,100.14,12.9,174.4,flat,1442.0,0.288,20,147.26
flood,29.03,36.2,104.4,urban,2135.0,0.742,21,42.68
wildfire,20.59,15.9,246.4,flat,964.2,0.334,26,28.42
wildfire,3.26,26.6,329.6,hilly,944.9,0.161,8,4.48
wildfire,9.09,33.6,117.9,flat,654.8,0.762,19,18.45
wildfire,2.28,19.7,356.5,urban,110.4,0.274,29,2.97
wildfire,167.46,34.2,84.6,forested,1489.7,0.487,18,259.32
flood,32.6,19.9,39.2,urban,2971.8,0.032,17,34.27
wildfire,23.19,25.5,98.6,hilly,1918.8,0.274,29,23.19
flood,20.41,28.2,197.5,mountainous,288.5,0.167,19,43.28
flood,9.39,0.0,275.3,coastal,309.2,0.573,20,12.52
wildfire,26.05,30.7,347.8,urban,255.3,0.515,19,37.12
wildfire,16.44,42.6,201.0,mountainous,1082.1,0.055,17,22.77
wildfire,22.37,36.0,259.1,mountainous,1313.2,0.154,26,23.83
wildfire,10.67,23.6,4.3,flat,941.5,0.05,25,13.32
wildfire,24.67,20.1,166.7,coastal,2486.8,0.22,2,24.67
wildfire,92.76,11.1,295.4,urban,983.1,0.554,21,104.39
wildfire,19.5,9.7,223.3,flat,952.4,0.398,11,24.49
wildfire,48.07,10.2,100.5,forested,2157.4,0.177,8,48.07
wildfire,17.08,9.8,340.4,hilly,2925.7,0.902,16,17.08
flood,136.32,25.3,314.4,mountainous,721.8,0.43,15,267.0
flood,19.78,17.4,55.6,coastal,2323.2,0.855,27,29.01
flood,57.38,21.6,0.4,coastal,2818.3,0.835,26,86.78
wildfire,104.03,19.0,227.2,forested,2712.2,0.052,12,104.03
flood,75.88,9.6,280.0,coastal,996.2,0.917,3,104.8
flood,58.54,5.5,27.1,urban,1178.2,0.731,28,80.44
wildfire,61.13,23.3,156.9,coastal,1993.7,0.764,18,65.44
wildfire,4.9,60.9,346.9,hilly,1320.9,0.895,22,12.53
flood,98.61,30.4,337.7,coastal,1386.5,0.722,17,150.93
flood,222.52,28.2,42.0,forested,20.2,0.98,11,460.69
flood,18.73,51.5,81.6,coastal,84.7,0.87,5,45.0
flood,54.06,19.5,41.0,flat,1178.5,0.552,2,107.19
wildfire,16.6,21.5,228.6,hilly,2995.6,0.667,8,16.6
wildfire,17.05,8.4,81.0,urban,1630.4,0.157,6,17.05
wildfire,60.8,5.9,107.7,hilly,1327.1,0.844,2,60.8
wildfire,58.14,32.4,24.6,mountainous,1073.1,0.288,22,82.89
flood,24.24,34.5,279.8,coastal,2536.3,0.643,7,42.79
flood,22.14,20.8,257.2,forested,2570.2,0.793,19,41.58
wildfire,22.27,16.7,37.2,urban,686.4,0.972,28,24.49
flood,10.67,5.6,25.8,mountainous,1193.8,0.807,4,15.6
flood,35.73,45.5,88.9,mountainous,243.6,0.627,25,72.38
wildfire,16.95,41.0,229.1,flat,992.7,0.237,12,30.39
wildfire,25.9,37.3,296.1,coastal,972.4,0.024,21,28.17
wildfire,22.28,14.5,300.9,coastal,624.8,0.372,10,25.71
flood,48.57,10.1,53.0,hilly,486.8,0.076,12,82.18
flood,49.27,18.7,5.7,forested,1146.8,0.016,6,65.79
flood,72.16,23.0,88.1,coastal,43.6,0.007,24,140.17
flood,78.14,33.0,297.0,mountainous,1017.0,0.526,19,118.88
flood,13.14,32.1,84.9,hilly,1093.4,0.163,28,16.84
flood,58.78,35.6,253.0,hilly,1949.6,0.956,11,90.98
wildfire,45.97,36.0,261.8,flat,369.1,0.004,6,84.11
flood,51.97,44.3,249.6,mountainous,2777.4,0.859,29,97.08
wildfire,127.74,32.5,327.3,flat,1059.8,0.185,5,200.55
flood,19.23,25.6,244.4,urban,2917.9,0.613,17,28.44
wildfire,17.02,36.8,18.9,mountainous,1767.5,0.189,17,20.69
flood,11.81,29.6,181.8,flat,1656.8,0.856,25,23.54
wildfire,30.15,17.4,165.2,mountainous,1372.4,0.031,5,30.15
flood,20.53,25.5,277.8,hilly,2431.1,0.672,2,26.24
flood,13.56,3.0,65.0,coastal,2016.5,0.31,3,16.01
wildfire,43.05,5.2,161.6,flat,2148.0,0.493,4,43.05
flood,21.56,6.5,160.5,coastal,893.0,0.534,16,33.86
flood,86.36,56.3,227.1,urban,2207.4,0.411,29,181.17
wildfire,38.3,18.3,335.3,mountainous,2884.1,0.05,28,38.3
wildfire,115.75,22.3,107.4,hilly,975.0,0.168,17,115.75
flood,5.86,38.9,169.6,coastal,942.9,0.599,9,12.24
wildfire,2.11,13.1,104.0,mountainous,2446.0,0.835,5,2.11
wildfire,16.51,10.4,57.6,hilly,535.0,0.31,17,21.38
flood,196.31,20.5,355.7,flat,196.6,0.828,13,338.41
flood,40.51,29.6,225.8,coastal,2269.8,0.527,14,91.22
flood,216.91,11.3,292.3,hilly,496.8,0.401,15,380.61
wildfire,47.94,21.8,90.0,mountainous,2318.6,0.243,28,47.94
wildfire,81.33,34.3,116.6,flat,441.4,0.751,6,178.32
flood,46.8,39.1,223.3,coastal,2788.6,0.972,10,72.94
flood,132.12,20.4,229.2,forested,2582.8,0.924,10,231.18
wildfire,39.67,32.9,87.1,urban,2766.5,0.631,9,39.67
flood,28.75,41.5,327.3,coastal,1845.2,0.973,29,65.06
wildfire,52.67,20.9,127.4,hilly,2819.9,0.744,20,56.43
flood,137.89,37.9,138.9,urban,503.0,0.884,14,313.81
wildfire,26.52,7.5,326.5,urban,2718.0,0.499,4,26.52
flood,62.27,0.0,139.5,forested,1784.5,0.231,12,62.27
flood,4.78,22.6,312.8,flat,2422.3,0.409,6,7.22
wildfire,13.95,33.9,87.2,coastal,2513.5,0.4,27,17.62
wildfire,45.4,33.6,300.5,urban,155.1,0.513,27,81.52
flood,31.01,22.1,303.8,coastal,2253.0,0.658,12,40.72
wildfire,12.59,16.3,120.3,urban,1308.5,0.506,20,12.59
wildfire,48.05,28.0,339.1,mountainous,333.2,0.363,16,75.75
wildfire,25.39,22.2,324.2,flat,1607.4,0.624,9,25.39
flood,64.45,25.2,246.2,urban,1697.7,0.264,10,82.16
flood,7.42,22.0,226.3,flat,2498.9,0.609,11,11.61
flood,8.79,12.2,302.2,mountainous,2481.7,0.463,7,10.32
wildfire,93.32,15.3,175.9,forested,902.1,0.696,28,126.99
wildfire,1.61,36.8,337.6,forested,2279.6,0.352,1,1.7
wildfire,32.89,20.6,268.5,urban,2213.4,0.355,2,32.89
flood,81.84,0.0,269.2,hilly,2399.7,0.482,16,116.94
flood,59.1,19.6,201.9,coastal,1922.4,0.22,4,82.41
wildfire,7.74,16.5,350.2,urban,428.5,0.581,6,8.96
wildfire,5.87,0.0,342.2,hilly,1299.4,0.7,28,6.95
wildfire,147.73,32.4,321.5,urban,750.3,0.652,14,251.07
flood,71.33,35.9,38.1,mountainous,1510.7,0.24,11,132.73
flood,42.2,62.8,159.1,flat,2596.6,0.83,13,122.02
wildfire,8.24,14.4,243.6,hilly,981.6,0.419,20,10.5
flood,48.38,16.5,165.8,forested,1315.5,0.785,21,72.21
flood,41.99,8.7,272.0,hilly,1184.6,0.942,16,65.47
flood,42.91,47.7,200.9,flat,2742.0,0.774,18,95.95
wildfire,223.63,29.2,40.7,mountainous,1078.9,0.883,14,288.74
wildfire,17.77,26.5,64.7,urban,1674.5,0.905,8,25.58
flood,32.09,21.7,298.2,mountainous,807.7,0.292,10,59.1
wildfire,9.25,45.0,340.6,forested,1728.1,0.066,1,18.55
flood,31.22,43.5,50.0,urban,2100.7,0.52,13,55.69
wildfire,51.15,0.0,238.6,coastal,1562.2,0.451,14,51.15
flood,63.15,42.1,139.7,coastal,972.0,0.244,24,120.61
wildfire,62.36,39.3,29.3,hilly,2500.9,0.527,25,75.42
flood,17.21,27.5,105.6,mountainous,1457.8,0.902,9,23.75
wildfire,14.2,14.7,296.1,hilly,2773.1,0.452,10,14.2
flood,13.42,38.1,256.5,forested,731.9,0.026,3,28.17
wildfire,18.01,23.0,156.0,flat,180.3,0.333,12,29.56
flood,9.75,29.4,168.9,forested,1817.8,0.953,6,24.51
flood,5.73,25.1,332.0,coastal,1704.7,0.467,11,9.44
flood,93.22,31.4,338.3,mountainous,2647.7,0.26,17,93.22
flood,5.63,16.0,180.0,hilly,1393.6,0.509,16,9.25
wildfire,19.24,28.4,175.1,flat,2980.6,0.245,2,19.24
wildfire,48.81,14.3,216.1,mountainous,2617.3,0.735,7,48.81
flood,181.74,24.1,309.9,mountainous,983.9,0.937,18,288.54
flood,81.39,24.2,88.9,forested,1597.4,0.474,13,172.46
flood,37.23,26.5,134.5,forested,2165.8,0.911,20,54.4
wildfire,20.04,15.2,143.6,forested,2516.7,0.514,10,20.04
flood,109.34,13.9,42.4,mountainous,575.1,0.926,27,184.41
wildfire,27.44,9.4,243.0,flat,1433.4,0.637,1,34.38
wildfire,101.05,9.4,306.6,urban,2713.4,0.991,15,101.05
flood,33.13,18.4,56.1,forested,73.8,0.584,2,74.58
flood,123.19,9.4,347.3,flat,1772.7,0.556,20,178.39
wildfire,77.41,39.3,2.2,mountainous,2422.6,0.215,27,80.68
wildfire,66.09,46.9,345.0,mountainous,1601.6,0.773,23,105.68
flood,6.21,18.3,61.8,flat,2900.0,0.326,3,10.2
wildfire,30.16,22.1,292.0,urban,1750.3,0.465,3,38.3
flood,9.3,19.6,354.9,urban,1711.2,0.98,3,14.58
flood,32.66,11.0,244.7,flat,1689.6,0.508,12,33.08
wildfire,155.56,9.7,268.1,urban,2133.0,0.334,19,155.56
wildfire,118.17,34.7,68.3,hilly,2988.4,0.637,5,135.19
flood,36.71,19.8,79.9,forested,1867.0,0.662,17,62.18
wildfire,21.16,19.9,205.2,flat,1296.2,0.161,7,23.57
flood,144.6,12.0,341.9,coastal,671.2,0.162,3,191.56
wildfire,8.55,37.0,323.4,urban,943.8,0.966,4,9.82
flood,32.11,34.6,93.6,urban,2027.6,0.8,2,56.31
wildfire,2.29,24.7,128.6,mountainous,2637.7,0.454,26,2.29
wildfire,14.64,30.4,211.6,flat,2923.7,0.719,14,14.64
flood,30.85,0.0,156.8,forested,1491.0,0.337,26,35.26
flood,98.46,16.6,42.3,hilly,1681.1,0.207,18,141.25
wildfire,13.46,27.6,2.6,hilly,1088.9,0.207,22,13.46
wildfire,1.62,25.5,200.9,hilly,618.4,0.58,6,2.6
flood,20.57,38.9,207.1,forested,1933.6,0.673,25,55.61
wildfire,77.0,24.4,353.4,coastal,1578.9,0.716,7,102.34
flood,253.23,22.4,313.2,mountainous,1497.0,0.027,29,380.83
flood,69.32,21.9,341.5,flat,1071.7,0.229,22,135.54
wildfire,73.74,33.5,125.6,coastal,536.3,0.329,16,134.31
flood,5.08,12.8,191.6,flat,1960.7,0.831,7,5.57
wildfire,111.9,22.5,97.2,hilly,1749.2,0.724,22,112.5
wildfire,128.67,21.6,54.5,mountainous,295.7,0.966,1,201.39
wildfire,14.75,42.9,106.2,hilly,1386.3,0.309,25,24.87
flood,266.26,22.0,112.4,forested,1428.3,0.084,28,531.92
wildfire,93.5,33.2,307.3,flat,733.6,0.588,3,193.47
flood,59.68,36.2,193.9,mountainous,2979.5,0.762,19,79.31
wildfire,115.27,34.9,338.4,mountainous,364.6,0.526,23,218.1
flood,190.43,11.9,262.5,urban,322.7,0.246,27,198.21
flood,30.07,1.8,332.8,mountainous,2818.1,0.897,27,30.9
flood,16.66,11.6,324.8,mountainous,2526.5,0.134,26,17.67
flood,127.96,41.5,148.9,flat,1636.9,0.731,9,286.44
wildfire,59.41,4.3,36.3,hilly,652.7,0.108,25,69.53
wildfire,69.92,2.2,94.1,mountainous,2876.3,0.827,28,69.92
wildfire,24.57,15.7,251.7,coastal,1166.6,0.066,1,28.12
flood,2.33,23.7,235.8,forested,2883.6,0.199,16,3.26
wildfire,129.41,39.3,336.0,urban,2074.5,0.015,15,129.41
wildfire,7.09,22.9,284.0,coastal,603.0,0.463,5,12.43
wildfire,5.31,11.5,17.1,urban,1767.9,0.623,26,5.31
wildfire,60.2,49.1,307.3,forested,875.3,0.42,15,134.22
flood,20.92,40.4,26.5,mountainous,2214.4,0.234,4,37.13
flood,53.42,33.3,265.2,flat,2002.4,0.063,23,93.72
flood,21.81,8.9,201.0,hilly,874.7,0.005,22,31.82
flood,51.16,27.3,220.9,urban,357.9,0.133,4,79.95
flood,67.93,0.0,17.9,forested,951.7,0.887,12,67.93
flood,55.85,36.6,106.3,coastal,1797.1,0.164,20,82.24
flood,97.43,14.8,169.6,forested,1925.2,0.267,8,148.57
wildfire,53.3,31.6,62.8,mountainous,1545.5,0.138,15,55.61
wildfire,34.68,74.4,264.0,hilly,2555.9,0.223,16,43.59
wildfire,44.08,28.7,92.8,flat,1408.5,0.076,6,63.94
wildfire,57.39,9.8,114.0,mountainous,358.8,0.14,5,57.39
flood,26.46,43.0,139.6,mountainous,588.5,0.758,23,57.15
wildfire,102.52,5.7,51.7,forested,2145.2,0.527,20,106.99
wildfire,111.58,10.5,345.5,hilly,1423.1,0.67,10,160.49
flood,78.13,6.7,84.0,mountainous,1801.9,0.453,12,91.74
flood,16.51,26.5,228.7,coastal,2500.3,0.914,2,33.13
wildfire,106.15,50.4,236.1,coastal,2513.8,0.763,1,142.6
wildfire,128.18,26.7,349.5,urban,870.4,0.804,4,176.14
wildfire,217.49,34.8,200.8,hilly,1204.9,0.225,9,287.96
flood,2.32,32.7,315.6,forested,387.8,0.234,4,4.94
wildfire,139.49,53.2,171.4,urban,1274.4,0.456,21,186.36
flood,100.81,28.6,157.6,flat,2545.4,0.221,27,167.84
flood,30.44,19.5,240.2,flat,2907.7,0.627,14,41.23
flood,40.13,11.4,359.4,forested,1636.3,0.723,16,61.37
flood,19.8,9.7,310.9,hilly,2138.4,0.117,29,22.46
wildfire,27.27,25.0,199.3,hilly,2480.0,0.219,23,27.27
wildfire,51.48,3.2,124.8,mountainous,643.3,0.883,14,72.6
wildfire,37.83,15.1,331.9,coastal,2745.5,0.28,17,37.83
flood,111.44,16.4,56.8,forested,49.9,0.094,17,228.84
flood,38.87,56.9,341.3,urban,1858.2,0.7,2,79.7
wildfire,30.77,23.2,259.7,mountainous,1392.6,0.456,28,35.46
wildfire,10.89,41.8,308.8,hilly,1998.6,0.063,10,12.89
flood,92.43,14.1,11.0,forested,1657.1,0.377,21,161.25
flood,6.86,21.6,347.5,forested,2164.1,0.557,26,13.62
flood,73.84,10.7,266.3,forested,725.5,0.289,21,133.7
flood,104.51,52.1,246.1,coastal,486.3,0.414,21,185.47
wildfire,114.04,2.8,209.0,forested,2146.2,0.462,6,114.04
wildfire,80.62,31.1,94.1,urban,1703.2,0.528,12,102.75
wildfire,37.51,43.1,118.2,urban,684.7,0.383,7,56.84
wildfire,86.61,0.0,43.8,flat,2866.4,0.184,11,86.61
wildfire,46.71,47.8,109.9,flat,2770.4,0.211,10,70.78
wildfire,60.68,35.2,345.2,mountainous,2057.5,0.254,18,63.34
flood,48.38,28.9,160.0,mountainous,2541.2,0.916,20,56.37
flood,114.24,18.8,18.6,forested,854.0,0.953,24,180.84
